GAME_ID,HOME_TEAM_ID,HOME_TEAM_NAME,HOME_WIN,SEASON,HOME_ROLL10_PTS,HOME_ROLL10_FGA,HOME_ROLL10_FG_PCT,HOME_ROLL10_FG3_PCT,HOME_ROLL10_FT_PCT,HOME_ROLL10_REB,HOME_ROLL10_AST,HOME_ROLL10_TOV,HOME_ROLL10_STL,HOME_ROLL10_BLK,AWAY_TEAM_ID,AWAY_TEAM_NAME,AWAY_WIN,AWAY_ROLL10_PTS,AWAY_ROLL10_FGA,AWAY_ROLL10_FG_PCT,AWAY_ROLL10_FG3_PCT,AWAY_ROLL10_FT_PCT,AWAY_ROLL10_REB,AWAY_ROLL10_AST,AWAY_ROLL10_TOV,AWAY_ROLL10_STL,AWAY_ROLL10_BLK,DIFF_ROLL10_PTS,DIFF_ROLL10_FGA,DIFF_ROLL10_FG_PCT,DIFF_ROLL10_FG3_PCT,DIFF_ROLL10_FT_PCT,DIFF_ROLL10_REB,DIFF_ROLL10_AST,DIFF_ROLL10_TOV,DIFF_ROLL10_STL,DIFF_ROLL10_BLK
0022200020,1610612737,Atlanta Hawks,1,2022-23,122.4,89.4,0.4934,0.3935,0.8147,44.2,26.5,9.8,9.0,3.4,1610612753,Orlando Magic,0,105.5,91.1,0.4383,0.34090000000000004,0.7746999999999999,45.6,25.7,13.0,6.1,3.8,16.900000000000006,-1.6999999999999886,0.05509999999999998,0.05259999999999998,0.040000000000000036,-1.3999999999999986,0.8000000000000007,-3.1999999999999993,2.9000000000000004,-0.3999999999999999
0022200038,1610612737,Atlanta Hawks,0,2022-23,121.1,89.4,0.4866,0.3976,0.8296000000000001,44.4,26.4,10.4,8.9,3.2,1610612766,Charlotte Hornets,1,120.8,91.1,0.5089,0.40700000000000003,0.7957,42.6,31.9,13.3,8.4,4.9,0.29999999999999716,-1.6999999999999886,-0.022300000000000042,-0.00940000000000002,0.03390000000000015,1.7999999999999972,-5.5,-2.9000000000000004,0.5,-1.7000000000000002
0022200134,1610612737,Atlanta Hawks,1,2022-23,116.3,92.2,0.477,0.3674,0.8206999999999999,44.3,25.3,11.9,7.1,5.0,1610612740,New Orleans Pelicans,0,116.3,92.1,0.4791,0.36719999999999997,0.7511,42.7,27.2,13.6,9.2,3.2,0.0,0.10000000000000853,-0.0021000000000000463,0.00020000000000003348,0.06959999999999988,1.5999999999999943,-1.8999999999999986,-1.6999999999999993,-2.0999999999999996,1.7999999999999998
0022200149,1610612737,Atlanta Hawks,1,2022-23,117.8,93.7,0.4749,0.3689,0.8151999999999999,45.0,26.4,11.8,7.4,5.8,1610612749,Milwaukee Bucks,0,113.1,90.0,0.4537999999999999,0.3529,0.7351,50.7,24.4,13.8,7.7,6.1,4.700000000000003,3.700000000000003,0.021100000000000063,0.016000000000000014,0.08009999999999995,-5.700000000000003,2.0,-2.0,-0.2999999999999998,-0.2999999999999998
0022200162,1610612737,Atlanta Hawks,0,2022-23,116.5,94.9,0.4697,0.35150000000000003,0.8184000000000001,44.8,25.8,11.8,8.1,5.7,1610612762,Utah Jazz,1,116.4,90.5,0.47350000000000003,0.3621,0.79,43.7,26.7,15.2,8.6,5.6,0.09999999999999432,4.400000000000006,-0.0038000000000000256,-0.010599999999999943,0.028400000000000092,1.0999999999999943,-0.8999999999999986,-3.3999999999999986,-0.5,0.10000000000000053
0022200173,1610612737,Atlanta Hawks,1,2022-23,116.7,96.8,0.4665,0.35209999999999997,0.8169000000000001,46.4,25.2,12.0,7.4,5.7,1610612755,Philadelphia 76ers,0,108.1,83.2,0.4657,0.3901,0.7946,40.0,25.0,12.3,7.9,4.9,8.600000000000009,13.599999999999994,0.0008000000000000229,-0.038000000000000034,0.022300000000000098,6.399999999999999,0.1999999999999993,-0.3000000000000007,-0.5,0.7999999999999998
0022200214,1610612737,Atlanta Hawks,0,2022-23,116.6,96.2,0.4680000000000001,0.33399999999999996,0.8199,46.9,24.3,12.4,6.6,4.2,1610612738,Boston Celtics,1,121.5,87.2,0.48660000000000003,0.372,0.8511999999999998,42.8,27.6,12.6,6.2,5.1,-4.900000000000006,9.0,-0.01859999999999995,-0.038000000000000034,-0.031299999999999883,4.100000000000001,-3.3000000000000007,-0.1999999999999993,0.39999999999999947,-0.8999999999999995
0022200235,1610612737,Atlanta Hawks,1,2022-23,113.1,96.6,0.45289999999999997,0.3145,0.819,46.9,23.3,12.7,6.6,3.9,1610612761,Toronto Raptors,0,116.2,92.6,0.457,0.3224,0.8181999999999998,43.7,23.1,13.1,10.9,6.8,-3.1000000000000085,4.0,-0.004100000000000048,-0.007900000000000018,0.0008000000000001339,3.1999999999999957,0.1999999999999993,-0.40000000000000036,-4.300000000000001,-2.9
0022200263,1610612737,Atlanta Hawks,1,2022-23,113.3,96.7,0.45230000000000004,0.29219999999999996,0.8253,47.5,23.3,12.7,7.6,4.1,1610612758,Sacramento Kings,0,124.8,87.6,0.5107999999999999,0.3851,0.8103,39.3,28.8,13.2,7.9,2.4,-11.5,9.100000000000009,-0.058499999999999885,-0.09290000000000004,0.015000000000000013,8.200000000000003,-5.5,-0.5,-0.3000000000000007,1.6999999999999997
0022200293,1610612737,Atlanta Hawks,0,2022-23,113.4,93.1,0.45780000000000004,0.30710000000000004,0.8426,44.9,21.4,13.3,7.1,4.1,1610612748,Miami Heat,1,109.0,86.6,0.44639999999999996,0.3251,0.8276,41.0,23.3,13.1,7.1,3.8,4.400000000000006,6.5,0.011400000000000077,-0.01799999999999996,0.015000000000000013,3.8999999999999986,-1.9000000000000021,0.20000000000000107,0.0,0.2999999999999998
